ID,Severity,Start_Time,Start_Lat,Start_Lng,City,State,Weather_Condition,Temperature(F),Visibility(mi),Junction,Traffic_Signal,Hour,Day_of_Week
A-864,2,2016-03-14 18:11:45,39.89698,-83.03428000000002,Grove City,OH,Clear,66.2,10.0,True,False,18,Monday
A-865,2,2016-03-14 18:13:04,39.71452,-84.22281,Dayton,OH,Scattered Clouds,66.0,10.0,False,False,18,Monday
A-866,2,2016-03-14 18:34:01,40.11468,-83.01644,Columbus,OH,Partly Cloudy,61.0,10.0,False,False,18,Monday
A-867,2,2016-03-14 18:34:01,38.34244,-85.80447,New Albany,IN,Light Rain,62.1,10.0,False,False,18,Monday
A-868,2,2016-03-14 21:05:39,41.47036,-81.65984,Cleveland,OH,Light Rain,57.0,9.0,False,False,21,Monday
A-869,3,2016-03-15 03:14:57,38.30056,-85.84703,New Albany,IN,Scattered Clouds,54.0,4.0,False,False,3,Tuesday
A-870,2,2016-03-15 05:38:57,39.169389,-84.50389,Cincinnati,OH,Overcast,57.0,10.0,False,False,5,Tuesday
A-871,4,2016-03-15 06:31:39,39.936838,-83.042661,Columbus,OH,Overcast,53.8,5.0,False,False,6,Tuesday
A-872,4,2016-03-15 06:31:39,39.937567,-83.04209200000003,Columbus,OH,Overcast,53.8,5.0,False,False,6,Tuesday
A-873,2,2016-03-15 06:38:09,39.9425,-82.53536,Hebron,OH,Overcast,55.0,10.0,False,False,6,Tuesday
A-874,2,2016-03-15 08:32:32,39.27125,-84.35176,Cincinnati,OH,Partly Cloudy,55.9,7.0,False,False,8,Tuesday
A-875,2,2016-03-15 08:48:24,41.398877,-83.616108,Bowling Green,OH,Overcast,51.1,10.0,False,False,8,Tuesday
A-876,2,2016-03-15 08:49:43,39.24422,-84.30224,Cincinnati,OH,Overcast,57.0,10.0,False,False,8,Tuesday
A-877,2,2016-03-15 09:16:40,40.412997,-80.07973299999998,Carnegie,PA,Overcast,50.0,4.0,False,False,9,Tuesday
A-878,3,2016-03-15 09:33:50,39.021521,-84.50784300000002,Latonia,KY,Mostly Cloudy,57.9,10.0,False,False,9,Tuesday
A-879,2,2016-03-15 10:14:20,41.12367,-80.76913,Youngstown,OH,Light Drizzle,51.1,0.5,False,False,10,Tuesday
A-880,2,2016-03-15 10:18:20,41.073876,-83.66091999999998,Findlay,OH,Overcast,51.1,10.0,False,False,10,Tuesday
A-881,4,2016-03-15 10:33:58,39.01992,-83.65886,Winchester,OH,Mostly Cloudy,60.4,10.0,False,False,10,Tuesday
A-882,4,2016-03-15 10:33:58,38.97914,-83.65465,Winchester,OH,Mostly Cloudy,60.4,10.0,False,False,10,Tuesday
A-883,2,2016-03-15 10:59:17,40.09927,-83.15793000000002,Dublin,OH,Overcast,53.1,9.0,False,False,10,Tuesday
A-884,3,2016-03-15 11:17:21,39.93658,-83.00941999999998,Columbus,OH,Overcast,55.4,5.0,False,False,11,Tuesday
A-885,2,2016-03-15 12:16:46,39.11543,-84.50003000000002,Cincinnati,OH,Clear,64.0,10.0,False,False,12,Tuesday
A-886,3,2016-03-15 12:22:00,41.474552,-81.711522,Cleveland,OH,Light Rain,44.1,1.5,False,False,12,Tuesday
A-887,2,2016-03-15 12:31:20,39.78517,-84.18457,Dayton,OH,Mostly Cloudy,60.8,10.0,False,False,12,Tuesday
A-888,3,2016-03-15 13:28:15,41.47974,-81.6667,Cleveland,OH,Light Rain,45.0,1.5,False,False,13,Tuesday
A-889,2,2016-03-15 14:02:45,38.27719,-85.69383,Louisville,KY,Clear,75.0,10.0,False,False,14,Tuesday
A-890,4,2016-03-15 14:17:18,38.495124,-85.771118,Memphis,IN,Clear,75.0,10.0,False,False,14,Tuesday
A-891,2,2016-03-15 14:33:25,39.73277,-84.20522,Dayton,OH,Scattered Clouds,66.9,10.0,False,False,14,Tuesday
A-892,2,2016-03-15 15:47:17,41.458,-83.62243000000002,Bowling Green,OH,Overcast,54.0,10.0,False,False,15,Tuesday
A-893,4,2016-03-15 16:52:01,39.045381,-84.462312,Newport,KY,Clear,73.0,10.0,False,False,16,Tuesday
A-894,2,2016-03-15 16:54:43,41.526,-81.65974,Cleveland,OH,Overcast,43.0,3.0,False,False,16,Tuesday
A-895,3,2016-03-15 17:06:42,40.78725,-81.38592,Canton,OH,Overcast,55.0,10.0,False,False,17,Tuesday
A-896,3,2016-03-15 17:22:21,38.3657,-85.75495,Sellersburg,IN,Clear,80.1,10.0,False,False,17,Tuesday
A-897,2,2016-03-15 18:05:23,39.02575,-84.61272,Erlanger,KY,Clear,73.0,10.0,False,False,18,Tuesday
A-898,4,2016-03-15 20:48:45,40.90923,-81.79765,Sterling,OH,Clear,50.0,10.0,False,False,20,Tuesday
A-899,4,2016-03-15 20:48:45,40.91649,-81.78869,Sterling,OH,Clear,50.0,10.0,False,False,20,Tuesday
A-900,2,2016-03-16 06:23:41,39.10051,-80.39199,Jane Lew,WV,Clear,62.6,10.0,False,False,6,Wednesday
